iter	Passed	Remaining
550	3604	9478
551	3612	9477
552	3621	9476
553	3636	9491
554	3647	9495
555	3666	9522
556	3677	9526
557	3687	9528
558	3696	9528
559	3705	9528
560	3715	9529
561	3723	9528
562	3732	9527
563	3740	9523
564	3748	9520
565	3761	9531
566	3770	9530
567	3778	9527
568	3787	9524
569	3795	9521
570	3802	9516
571	3811	9514
572	3820	9515
573	3832	9522
574	3840	9518
575	3849	9516
576	3859	9519
577	3868	9516
578	3876	9513
579	3885	9511
580	3894	9510
581	3902	9509
582	3912	9508
583	3921	9507
584	3931	9508
585	3940	9507
586	3950	9509
587	3960	9509
588	3976	9525
589	3984	9521
590	3991	9515
591	3999	9512
592	4008	9510
593	4016	9506
594	4026	9509
595	4036	9509
596	4044	9505
597	4052	9499
598	4059	9495
599	4067	9489
600	4075	9486
601	4082	9480
602	4092	9481
603	4110	9500
604	4124	9511
605	4133	9509
606	4143	9509
607	4152	9507
608	4161	9504
609	4171	9505
610	4180	9502
611	4189	9502
612	4200	9503
613	4208	9500
614	4217	9498
615	4227	9497
616	4236	9497
617	4245	9493
618	4254	9491
619	4262	9486
620	4269	9480
621	4277	9477
622	4286	9475
623	4301	9485
624	4308	9479
625	4318	9478
626	4329	9480
627	4338	9477
628	4346	9473
629	4355	9470
630	4363	9467
631	4371	9462
632	4382	9464
633	4395	9469
634	4403	9466
635	4413	9465
636	4422	9462
637	4431	9459
638	4438	9454
639	4446	9448
640	4453	9442
641	4461	9437
642	4468	9430
643	4476	9424
644	4484	9420
645	4492	9416
646	4500	9410
647	4508	9406
648	4516	9400
649	4523	9395
650	4541	9410
651	4557	9422
652	4575	9439
653	4582	9431
654	4589	9424
655	4597	9418
656	4604	9412
657	4616	9414
658	4625	9413
659	4639	9418
660	4647	9415
661	4659	9417
662	4668	9414
663	4678	9412
664	4692	9420
665	4710	9435
666	4720	9433
667	4728	9428
668	4742	9435
669	4758	9446
670	4767	9443
671	4781	9448
672	4792	9450
673	4801	9445
674	4811	9444
675	4820	9442
676	4833	9445
677	4842	9441
678	4852	9440
679	4863	9441
680	4872	9436
681	4882	9435
682	4891	9432
683	4903	9434
684	4920	9444
685	4929	9442
686	4938	9439
687	4947	9434
688	4956	9431
689	4967	9430
690	4980	9434
691	5000	9451
692	5013	9455
693	5027	9461
694	5036	9457
695	5044	9450
696	5052	9446
697	5060	9439
698	5067	9431
699	5074	9423
700	5081	9416
701	5088	9408
702	5096	9402
703	5105	9399
704	5112	9391
705	5120	9384
706	5127	9376
707	5134	9368
708	5140	9360
709	5146	9351
710	5153	9343
711	5160	9335
712	5169	9331
713	5179	9328
714	5186	9322
715	5194	9315
716	5201	9308
717	5209	9300
718	5216	9294
719	5223	9286
720	5234	9284
721	5243	9281
722	5251	9275
723	5258	9267
724	5267	9262
725	5275	9258
726	5283	9251
727	5291	9245
728	5303	9246
729	5313	9244
730	5322	9239
731	5330	9233
732	5338	9226
733	5346	9221
734	5353	9214
735	5361	9207
736	5368	9199
737	5376	9193
738	5382	9184
739	5389	9176
740	5395	9167
741	5402	9158
742	5408	9149
743	5414	9140
744	5420	9131
745	5426	9121
746	5432	9112
747	5439	9104
748	5445	9095
749	5451	9085
750	5458	9078
751	5465	9069
752	5471	9060
753	5477	9051
754	5483	9043
755	5490	9035
756	5497	9026
757	5504	9018
758	5510	9010
759	5517	9002
760	5524	8994
761	5531	8986
762	5538	8979
763	5546	8973
764	5552	8964
765	5558	8954
766	5564	8945
767	5570	8936
768	5577	8928
769	5585	8921
770	5592	8914
771	5599	8906
772	5606	8899
773	5613	8891
774	5620	8883
775	5627	8876
776	5634	8868
777	5641	8861
778	5648	8853
779	5656	8846
780	5663	8840
781	5671	8833
782	5678	8826
783	5686	8820
784	5693	8811
785	5702	8808
786	5709	8800
787	5716	8792
788	5723	8784
789	5729	8775
790	5739	8772
791	5746	8765
792	5753	8757
793	5760	8749
794	5767	8742
795	5775	8736
796	5782	8728
797	5789	8719
798	5797	8714
799	5803	8704
800	5809	8695
801	5815	8686
802	5821	8677
803	5827	8669
804	5833	8659
805	5839	8650
806	5846	8642
807	5852	8634
808	5859	8625
809	5865	8616
810	5871	8607
811	5877	8599
812	5884	8591
813	5891	8583
814	5897	8575
815	5904	8566
816	5910	8558
817	5919	8553
818	5926	8546
819	5934	8539
820	5941	8532
821	5948	8525
822	5955	8517
823	5963	8510
824	5971	8504
825	5978	8497
826	5986	8490
827	5993	8483
828	6000	8476
829	6008	8469
830	6016	8463
831	6024	8457
832	6030	8448
833	6037	8440
834	6044	8432
835	6050	8424
836	6056	8416
837	6063	8407
838	6069	8399
839	6079	8395
840	6087	8388
841	6094	8382
842	6101	8374
843	6109	8367
844	6116	8360
845	6124	8353
846	6131	8346
847	6138	8339
848	6145	8331
849	6152	8324
850	6160	8317
851	6167	8310
852	6174	8302
853	6180	8293
854	6187	8286
855	6194	8278
856	6200	8269
857	6207	8262
858	6214	8254
859	6220	8246
860	6227	8237
861	6234	8230
862	6241	8222
863	6248	8215
864	6254	8207
865	6261	8198
866	6267	8190
867	6276	8186
868	6284	8179
869	6291	8171
870	6297	8163
871	6304	8155
872	6311	8148
873	6318	8140
874	6325	8132
875	6333	8126
876	6340	8119
877	6349	8113
878	6357	8107
879	6365	8101
880	6372	8094
881	6383	8091
882	6391	8085
883	6400	8080
884	6409	8074
885	6417	8069
886	6426	8063
887	6434	8058
888	6443	8052
889	6451	8046
890	6459	8040
891	6467	8034
892	6476	8028
893	6485	8023
894	6494	8018
895	6502	8011
896	6509	8004
897	6518	7998
898	6525	7991
899	6532	7983
900	6539	7977
901	6551	7975
902	6563	7973
903	6580	7978
904	6588	7971
905	6595	7963
906	6602	7956
907	6608	7948
908	6616	7941
909	6622	7932
910	6629	7925
911	6636	7917
912	6643	7909
913	6649	7901
914	6656	7893
915	6663	7885
916	6670	7878
917	6678	7871
918	6685	7864
919	6693	7857
920	6699	7849
921	6706	7841
922	6715	7835
923	6723	7829
924	6730	7822
925	6738	7815
926	6747	7809
927	6755	7803
928	6763	7797
929	6772	7792
930	6781	7786
931	6790	7781
932	6801	7778
933	6809	7771
934	6816	7764
935	6824	7757
936	6831	7749
937	6837	7741
938	6845	7734
939	6852	7727
940	6859	7719
941	6866	7712
942	6875	7707
943	6884	7701
944	6892	7694
945	6899	7687
946	6909	7682
947	6917	7676
948	6925	7670
949	6934	7663
950	6941	7656
951	6948	7649
952	6956	7642
953	6962	7634
954	6969	7626
955	6976	7618
956	6986	7614
957	6993	7606
958	6999	7597
959	7005	7589
960	7012	7581
961	7018	7572
962	7024	7564
963	7031	7556
964	7037	7548
965	7048	7544
966	7056	7537
967	7063	7530
968	7073	7526
969	7087	7526
970	7095	7519
971	7103	7512
972	7113	7508
973	7121	7502
974	7130	7496
975	7141	7492
976	7152	7489
977	7162	7484
978	7171	7478
979	7178	7471
980	7186	7465
981	7193	7457
982	7200	7450
983	7208	7442
984	7216	7435
985	7224	7429
986	7233	7423
987	7243	7419
988	7253	7414
989	7260	7406
990	7267	7399
991	7274	7392
992	7281	7383
993	7287	7375
994	7293	7366
995	7299	7357
996	7305	7349
997	7310	7340
998	7317	7332
999	7323	7323
1000	7330	7315
1001	7337	7308
1002	7342	7298
1003	7348	7290
1004	7355	7281
1005	7361	7273
1006	7368	7265
1007	7377	7260
1008	7386	7255
1009	7396	7249
1010	7404	7243
1011	7413	7237
1012	7421	7230
1013	7430	7225
1014	7440	7220
1015	7449	7214
1016	7456	7207
1017	7464	7200
1018	7471	7193
1019	7479	7185
1020	7486	7178
1021	7493	7170
1022	7500	7163
1023	7507	7155
1024	7514	7147
1025	7521	7139
1026	7528	7132
1027	7535	7124
1028	7552	7127
1029	7562	7121
1030	7570	7114
1031	7577	7107
1032	7585	7100
1033	7593	7094
1034	7601	7087
1035	7609	7080
1036	7616	7072
1037	7624	7066
1038	7634	7061
1039	7643	7055
1040	7649	7047
1041	7656	7039
1042	7663	7031
1043	7669	7023
1044	7676	7015
1045	7682	7006
1046	7688	6998
1047	7695	6990
1048	7702	6982
1049	7709	6975
1050	7716	6967
1051	7722	6959
1052	7729	6950
1053	7735	6942
1054	7741	6934
1055	7749	6927
1056	7756	6920
1057	7764	6913
1058	7774	6907
1059	7780	6899
1060	7787	6891
1061	7794	6884
1062	7800	6875
1063	7806	6867
1064	7813	6859
1065	7820	6852
1066	7828	6845
1067	7835	6837
1068	7843	6830
1069	7849	6822
1070	7856	6815
1071	7864	6808
1072	7871	6800
1073	7878	6793
1074	7887	6787
1075	7895	6779
1076	7903	6773
1077	7912	6767
1078	7919	6760
1079	7928	6754
1080	7940	6750
1081	7949	6744
1082	7956	6737
1083	7963	6729
1084	7970	6721
1085	7977	6713
1086	7983	6705
1087	7990	6698
1088	7997	6690
1089	8004	6682
1090	8010	6674
1091	8017	6666
1092	8023	6658
1093	8030	6650
1094	8036	6642
1095	8043	6634
1096	8050	6627
1097	8057	6619
1098	8065	6612
1099	8073	6605
1100	8083	6600
1101	8090	6592
1102	8097	6585
1103	8104	6577
1104	8111	6569
1105	8118	6562
1106	8125	6554
1107	8132	6546
1108	8141	6540
1109	8149	6534
1110	8156	6526
1111	8163	6519
1112	8171	6511
1113	8178	6504
1114	8187	6498
1115	8194	6490
1116	8201	6483
1117	8208	6475
1118	8216	6468
1119	8223	6461
1120	8230	6454
1121	8238	6446
1122	8244	6438
1123	8252	6431
1124	8258	6423
1125	8266	6416
1126	8273	6409
1127	8280	6401
1128	8288	6394
1129	8296	6387
1130	8305	6381
1131	8317	6378
1132	8326	6371
1133	8336	6366
1134	8343	6359
1135	8351	6351
1136	8357	6343
1137	8364	6335
1138	8371	6328
1139	8379	6321
1140	8386	6313
1141	8393	6306
1142	8401	6299
1143	8408	6291
1144	8415	6283
1145	8422	6276
1146	8429	6269
1147	8437	6262
1148	8447	6256
1149	8455	6249
1150	8462	6242
1151	8469	6234
1152	8476	6226
1153	8483	6219
1154	8490	6211
1155	8501	6207
1156	8511	6201
1157	8519	6194
1158	8527	6187
1159	8534	6180
1160	8543	6174
1161	8550	6166
1162	8558	6159
1163	8566	6152
1164	8577	6147
1165	8587	6142
1166	8601	6139
1167	8615	6136
1168	8625	6131
1169	8633	6124
1170	8642	6118
1171	8648	6110
1172	8658	6104
1173	8672	6102
1174	8680	6094
1175	8688	6087
1176	8696	6080
1177	8706	6075
1178	8715	6069
1179	8722	6061
1180	8729	6053
1181	8737	6046
1182	8743	6038
1183	8750	6030
1184	8757	6022
1185	8764	6015
1186	8771	6007
1187	8779	6000
1188	8786	5993
1189	8794	5986
1190	8801	5978
1191	8810	5972
1192	8818	5965
1193	8827	5958
1194	8834	5951
1195	8840	5943
1196	8847	5935
1197	8854	5927
1198	8861	5919
1199	8867	5911
1200	8873	5903
1201	8882	5897
1202	8889	5889
1203	8895	5880
1204	8901	5872
1205	8907	5864
1206	8913	5856
1207	8920	5848
1208	8926	5840
1209	8935	5833
1210	8942	5825
1211	8948	5818
1212	8955	5810
1213	8962	5802
1214	8969	5794
1215	8976	5787
1216	8984	5780
1217	8992	5773
1218	9000	5766
1219	9008	5759
1220	9015	5751
1221	9022	5744
1222	9029	5736
1223	9035	5728
1224	9042	5720
1225	9049	5712
1226	9055	5704
1227	9062	5696
1228	9068	5688
1229	9074	5680
1230	9080	5672
1231	9088	5665
1232	9096	5658
1233	9103	5650
1234	9110	5643
1235	9118	5636
1236	9126	5629
1237	9133	5621
1238	9140	5614
1239	9147	5606
1240	9154	5598
1241	9161	5591
1242	9167	5583
1243	9174	5575
1244	9180	5567
1245	9186	5559
1246	9193	5551
1247	9199	5543
1248	9205	5535
1249	9211	5527
1250	9218	5519
1251	9224	5510
1252	9230	5503
1253	9240	5496
1254	9247	5489
1255	9255	5482
1256	9263	5475
1257	9271	5468
1258	9283	5464
1259	9293	5458
1260	9303	5452
1261	9315	5447
1262	9322	5440
1263	9332	5434
1264	9343	5428
1265	9351	5421
1266	9358	5413
1267	9365	5406
1268	9371	5398
1269	9378	5390
1270	9384	5382
1271	9392	5375
1272	9399	5367
1273	9406	5360
1274	9413	5352
1275	9420	5344
1276	9426	5337
1277	9434	5329
1278	9441	5322
1279	9448	5314
1280	9456	5307
1281	9463	5299
1282	9470	5292
1283	9478	5285
1284	9488	5279
1285	9499	5273
1286	9510	5268
1287	9518	5261
1288	9526	5254
1289	9533	5247
1290	9540	5239
1291	9547	5232
1292	9554	5224
1293	9560	5216
1294	9567	5208
1295	9573	5200
1296	9580	5192
1297	9587	5185
1298	9594	5177
1299	9603	5171
1300	9612	5164
1301	9619	5156
1302	9625	5149
1303	9632	5141
1304	9641	5134
1305	9647	5126
1306	9655	5119
1307	9661	5111
1308	9670	5104
1309	9677	5097
1310	9686	5090
1311	9696	5084
1312	9705	5078
1313	9716	5072
1314	9725	5066
1315	9734	5059
1316	9743	5053
1317	9752	5046
1318	9761	5040
1319	9775	5035
1320	9794	5034
1321	9807	5030
1322	9817	5023
1323	9826	5016
1324	9833	5009
1325	9841	5002
1326	9848	4994
1327	9860	4989
1328	9867	4982
1329	9874	4974
1330	9881	4966
1331	9888	4959
1332	9895	4951
1333	9901	4943
1334	9907	4935
1335	9914	4927
1336	9920	4919
1337	9927	4911
1338	9934	4903
1339	9940	4896
1340	9946	4888
1341	9953	4880
1342	9960	4872
1343	9969	4865
1344	9976	4858
1345	9983	4850
1346	9989	4842
1347	9996	4834
1348	10002	4827
1349	10009	4819
1350	10017	4812
1351	10026	4805
1352	10034	4798
1353	10042	4791
1354	10050	4783
1355	10058	4777
1356	10067	4770
1357	10080	4765
1358	10088	4758
1359	10095	4750
1360	10102	4743
1361	10110	4736
1362	10117	4728
1363	10124	4720
1364	10130	4712
1365	10137	4705
1366	10143	4697
1367	10150	4689
1368	10157	4681
1369	10166	4675
1370	10175	4668
1371	10181	4660
1372	10189	4653
1373	10196	4645
1374	10203	4637
1375	10212	4631
1376	10220	4623
1377	10227	4616
1378	10234	4608
1379	10242	4601
1380	10249	4594
1381	10256	4586
1382	10264	4579
1383	10271	4571
1384	10279	4564
1385	10287	4557
1386	10296	4550
1387	10303	4543
1388	10311	4535
1389	10319	4528
1390	10326	4521
1391	10335	4514
1392	10342	4506
1393	10351	4499
1394	10358	4492
1395	10365	4484
1396	10372	4477
1397	10382	4470
1398	10389	4463
1399	10397	4456
1400	10406	4449
1401	10413	4441
1402	10420	4433
1403	10426	4426
1404	10433	4418
1405	10440	4410
1406	10448	4403
1407	10456	4396
1408	10464	4389
1409	10473	4382
1410	10482	4375
1411	10491	4368
1412	10499	4361
1413	10506	4354
1414	10518	4348
1415	10526	4341
1416	10534	4334
1417	10543	4327
1418	10552	4320
1419	10559	4313
1420	10566	4305
1421	10574	4298
1422	10581	4290
1423	10588	4282
1424	10594	4275
1425	10601	4267
1426	10607	4259
1427	10613	4251
1428	10619	4243
1429	10625	4235
1430	10631	4227
1431	10638	4219
1432	10645	4211
1433	10651	4204
1434	10657	4196
1435	10664	4188
1436	10670	4180
1437	10677	4172
1438	10683	4165
1439	10691	4157
1440	10698	4150
1441	10704	4142
1442	10711	4134
1443	10718	4126
1444	10724	4119
1445	10731	4111
1446	10737	4103
1447	10743	4095
1448	10749	4087
1449	10756	4079
1450	10762	4072
1451	10768	4064
1452	10774	4056
1453	10780	4048
1454	10787	4040
1455	10793	4032
1456	10799	4024
1457	10805	4016
1458	10812	4009
1459	10817	4001
1460	10823	3993
1461	10830	3985
1462	10836	3977
1463	10844	3970
1464	10852	3963
1465	10859	3955
1466	10866	3948
1467	10873	3940
1468	10879	3932
1469	10886	3925
1470	10893	3917
1471	10899	3909
1472	10905	3901
1473	10912	3894
1474	10919	3886
1475	10926	3878
1476	10932	3871
1477	10939	3863
1478	10946	3856
1479	10953	3848
1480	10962	3841
1481	10970	3834
1482	10977	3826
1483	10983	3819
1484	10995	3813
1485	11003	3805
1486	11011	3798
1487	11019	3791
1488	11028	3784
1489	11036	3777
1490	11044	3770
1491	11052	3763
1492	11060	3755
1493	11069	3749
1494	11076	3741
1495	11084	3734
1496	11091	3726
1497	11098	3719
1498	11105	3711
1499	11111	3703
1500	11117	3696
1501	11124	3688
1502	11130	3680
1503	11137	3672
1504	11142	3664
1505	11148	3657
1506	11154	3649
1507	11160	3641
1508	11166	3633
1509	11172	3625
1510	11178	3617
1511	11184	3609
1512	11190	3601
1513	11196	3594
1514	11202	3586
1515	11209	3578
1516	11216	3571
1517	11222	3563
1518	11229	3555
1519	11236	3548
1520	11243	3540
1521	11251	3533
1522	11261	3527
1523	11268	3519
1524	11275	3511
1525	11282	3504
1526	11288	3496
1527	11295	3489
1528	11301	3481
1529	11308	3473
1530	11314	3466
1531	11320	3458
1532	11327	3450
1533	11338	3444
1534	11344	3436
1535	11352	3429
1536	11358	3421
1537	11365	3413
1538	11372	3406
1539	11378	3398
1540	11385	3391
1541	11391	3383
1542	11397	3375
1543	11404	3368
1544	11412	3361
1545	11420	3353
1546	11427	3346
1547	11434	3338
1548	11441	3331
1549	11455	3325
1550	11464	3318
1551	11477	3313
1552	11484	3305
1553	11493	3298
1554	11500	3290
1555	11506	3283
1556	11513	3275
1557	11520	3268
1558	11527	3260
1559	11533	3252
1560	11539	3245
1561	11544	3237
1562	11550	3229
1563	11556	3221
1564	11562	3213
1565	11568	3206
1566	11575	3198
1567	11583	3191
1568	11590	3183
1569	11597	3176
1570	11604	3168
1571	11613	3161
1572	11623	3155
1573	11631	3147
1574	11641	3141
1575	11650	3134
1576	11659	3127
1577	11667	3120
1578	11674	3112
1579	11681	3105
1580	11689	3097
1581	11697	3090
1582	11705	3083
1583	11714	3076
1584	11725	3069
1585	11732	3062
1586	11738	3054
1587	11745	3047
1588	11752	3039
1589	11760	3032
1590	11768	3025
1591	11775	3017
1592	11783	3010
1593	11789	3002
1594	11796	2995
1595	11804	2988
1596	11812	2980
1597	11820	2973
1598	11830	2966
1599	11838	2959
1600	11847	2952
1601	11860	2946
1602	11868	2939
1603	11876	2932
1604	11884	2924
1605	11893	2917
1606	11900	2910
1607	11914	2904
1608	11932	2899
1609	11947	2894
1610	11958	2887
1611	11966	2880
1612	11976	2873
1613	11984	2866
1614	11992	2858
1615	11999	2851
1616	12006	2843
1617	12014	2836
1618	12022	2829
1619	12029	2821
1620	12036	2814
1621	12042	2806
1622	12049	2798
1623	12056	2791
1624	12063	2783
1625	12069	2776
1626	12076	2768
1627	12083	2761
1628	12090	2753
1629	12097	2745
1630	12104	2738
1631	12110	2730
1632	12118	2723
1633	12128	2716
1634	12136	2709
1635	12145	2702
1636	12152	2694
1637	12161	2687
1638	12169	2680
1639	12177	2673
1640	12184	2665
1641	12192	2658
1642	12201	2651
1643	12209	2643
1644	12216	2636
1645	12224	2629
1646	12231	2621
1647	12237	2613
1648	12247	2606
1649	12255	2599
1650	12261	2591
1651	12268	2584
1652	12274	2576
1653	12281	2569
1654	12288	2561
1655	12295	2554
1656	12301	2546
1657	12308	2538
1658	12314	2531
1659	12321	2523
1660	12328	2516
1661	12335	2508
1662	12341	2500
1663	12347	2493
1664	12355	2485
1665	12361	2478
1666	12369	2470
1667	12377	2463
1668	12393	2457
1669	12402	2450
1670	12412	2443
1671	12425	2437
1672	12434	2430
1673	12443	2423
1674	12451	2415
1675	12458	2408
1676	12466	2401
1677	12473	2393
1678	12482	2386
1679	12489	2378
1680	12496	2371
1681	12502	2363
1682	12509	2356
1683	12519	2349
