iter	Logloss
206	0.2086099442
207	0.2082391123
208	0.2077193719
209	0.2071077132
210	0.2068603985
211	0.2065160624
212	0.2061501469
213	0.2054487945
214	0.205130254
215	0.2044778325
216	0.2039511376
217	0.2034620627
218	0.2031758523
219	0.2027554672
220	0.2022549569
221	0.2016950917
222	0.2014794382
223	0.2012454414
224	0.200696327
225	0.2003061717
226	0.1998655452
227	0.19957725
228	0.1993331404
229	0.1991108124
230	0.198568248
231	0.197957585
232	0.1972281344
233	0.1968190135
234	0.1965453742
235	0.1962976862
236	0.1959660767
237	0.1957310376
238	0.19530933
239	0.1948420055
240	0.1945748852
241	0.1941396886
242	0.193919601
243	0.1933311241
244	0.1929839252
245	0.1927982992
246	0.1926268001
247	0.1923126937
248	0.1920906302
249	0.1918363921
250	0.1913809542
251	0.1910939348
252	0.1905770882
253	0.1903514152
254	0.1897750893
255	0.1891811048
256	0.188534471
257	0.1883029791
258	0.1876808807
259	0.187126352
260	0.1868406084
261	0.1862329014
262	0.1858724624
263	0.185187493
264	0.1846634274
265	0.1843021327
266	0.1841462697
267	0.1839294494
268	0.1835498892
269	0.1829052158
270	0.182588869
271	0.1819803219
272	0.1816893195
273	0.1814158359
274	0.1808319175
275	0.1803670202
276	0.179825856
277	0.179386272
278	0.1790629551
279	0.1785675946
280	0.1780676755
281	0.177637722
282	0.1772998737
283	0.1768692045
284	0.1764789247
285	0.1759580797
286	0.175731302
287	0.1754018241
288	0.175056181
289	0.1746242828
290	0.1742914597
291	0.1739483216
292	0.1734432682
293	0.1731471317
294	0.1726757154
295	0.1723858021
296	0.1720496341
297	0.1713330657
298	0.1709834398
299	0.1707999919
300	0.1707074979
301	0.1702036425
302	0.1698862689
303	0.1695795371
304	0.1690960476
305	0.1687976862
306	0.1680501413
307	0.1678650442
308	0.1674130291
309	0.167119133
310	0.1668211294
311	0.1663532604
312	0.1659208021
313	0.1655374768
314	0.1650681298
315	0.1649438501
316	0.1645372341
317	0.164221463
318	0.1637706147
319	0.1634786945
320	0.1631004412
321	0.1627326587
322	0.1623334485
323	0.1619502788
324	0.1616852433
325	0.1612715016
326	0.1607764367
327	0.1605402462
328	0.1602812162
329	0.1600126956
330	0.1593229031
331	0.1589053496
332	0.1585685903
333	0.1581212738
334	0.1576675939
335	0.1571993826
336	0.156876268
337	0.1566410888
338	0.1563460413
339	0.15593412
340	0.1556227985
341	0.1551139645
342	0.1545606027
343	0.1540645731
344	0.1534570062
345	0.1530557111
346	0.1525705724
347	0.1522399276
348	0.1519618075
349	0.1514824876
350	0.1511620178
351	0.1507737451
352	0.150369914
353	0.1499916608
354	0.1495031926
355	0.1489799049
356	0.1485275631
357	0.1482592914
358	0.1479348854
359	0.1473755025
360	0.1470420883
361	0.1466940493
362	0.1464036693
363	0.1460449884
364	0.1456389169
365	0.1453392642
366	0.1450334503
367	0.1447816705
368	0.144285921
369	0.1439344125
370	0.1436719129
371	0.1430910596
372	0.1427659224
373	0.1423855532
374	0.1419405549
375	0.1414782402
376	0.1411595908
377	0.1408575576
378	0.1405691068
379	0.1400906426
380	0.1397637006
381	0.1394964714
382	0.1392209029
383	0.1389394222
384	0.1386677277
385	0.1383769899
386	0.1380008837
387	0.1375713192
388	0.1371055973
389	0.136700397
390	0.1363776558
391	0.1360365869
392	0.135598232
393	0.135199893
394	0.1347214287
395	0.1342703005
396	0.1339913714
397	0.1335798078
398	0.1331920951
399	0.1330131281
400	0.1326046762
401	0.1321625095
402	0.1318651127
403	0.1313251932
404	0.131053421
405	0.1308130453
406	0.1305888659
407	0.1301991306
408	0.1299568257
409	0.1293699047
410	0.1288768701
411	0.1283345235
412	0.1278985568
413	0.1276727282
414	0.1274306722
415	0.1272106857
416	0.1268618844
417	0.1265130207
418	0.1262141615
419	0.1259348434
420	0.1256669063
421	0.1253775064
422	0.1251343614
423	0.1248712396
424	0.1244713759
425	0.1241384673
426	0.1238111519
427	0.1234646142
428	0.1231137747
429	0.122876184
430	0.1224990198
431	0.1222056838
432	0.1219647247
433	0.1216119793
434	0.1213836769
435	0.1210494614
436	0.1208387009
437	0.1205281496
438	0.1201851126
439	0.1199685334
440	0.1197045324
441	0.119357458
442	0.1191089454
443	0.1188319066
444	0.1185617135
445	0.1184065662
446	0.1180618489
447	0.1178907621
448	0.1176401024
449	0.1174275217
450	0.1172362714
451	0.1169899136
452	0.1166849788
453	0.1163726383
454	0.1161856198
455	0.1159364848
456	0.1158084401
457	0.1154859011
458	0.1153128928
459	0.1150054765
460	0.1148633826
461	0.1146089034
462	0.1144246854
463	0.114177153
464	0.1139357194
465	0.1137877211
466	0.1135318805
467	0.1132936286
468	0.1131169486
469	0.1129354377
470	0.1127073065
471	0.1125428631
472	0.1122297991
473	0.111969011
474	0.1115733169
475	0.1113479395
476	0.1110532265
477	0.110748984
478	0.110566493
479	0.1103605479
480	0.1102526667
481	0.1100515291
482	0.1099584905
483	0.1097080486
484	0.1094197923
485	0.1092375036
486	0.1090614304
487	0.1088614285
488	0.1084758162
489	0.1083211045
490	0.1081169797
491	0.1079949793
492	0.1077940206
493	0.1074231342
494	0.1072401609
495	0.10702632
496	0.1068092429
497	0.1065914345
498	0.1063570722
499	0.1061961061
500	0.1059364693
501	0.1057967402
502	0.1056327091
503	0.1054887482
504	0.1053896419
505	0.1051316387
506	0.1049552777
507	0.1047120782
508	0.1044976694
509	0.1044029194
510	0.1041257795
511	0.1040411268
512	0.1037888491
513	0.1034940194
514	0.1032253666
515	0.1030308179
516	0.1027749617
517	0.1026917949
518	0.1025043408
519	0.1022385584
520	0.1020045072
521	0.1018699902
522	0.1014005421
523	0.1011388827
524	0.100926512
525	0.1007300029
526	0.1006523048
527	0.1004719686
528	0.1003149777
529	0.1001325489
530	0.09993733119
531	0.09980121168
532	0.09960705195
533	0.09941752082
534	0.09919221339
535	0.0990238882
536	0.09884606469
537	0.09869394347
538	0.09838942098
539	0.09820863361
540	0.09789651868
541	0.0976854782
542	0.09739361239
543	0.09730118056
544	0.09701720281
545	0.09685378627
546	0.09664682206
547	0.09650945011
548	0.09642685113
549	0.09635435726
550	0.09603157711
551	0.0957467981
552	0.09563510511
553	0.09550496776
554	0.09531461982
555	0.09489171428
556	0.0946946996
557	0.09454635127
558	0.09433380942
559	0.09418142371
560	0.0939205578
561	0.09368581426
562	0.09350673052
563	0.09324433989
564	0.09300576902
565	0.09286080461
566	0.09262816922
567	0.09247622693
568	0.0923034054
569	0.09223116824
570	0.09194220405
571	0.09179100077
572	0.09152016199
573	0.09134639141
574	0.09105224631
575	0.09082480739
576	0.09068500056
577	0.0905679244
578	0.09044257901
579	0.09034299037
580	0.09024922053
581	0.08998253582
582	0.08981717449
583	0.08972433815
584	0.08957807463
585	0.08947074574
586	0.08925163051
587	0.08895937574
588	0.08880255592
589	0.08867935757
590	0.08860071817
591	0.08847069751
592	0.0883126797
593	0.08819672373
594	0.08798596331
595	0.08785537477
596	0.08758000075
597	0.08731513635
598	0.08716737924
599	0.08697705463
600	0.08685839152
601	0.08661535541
602	0.08654787909
603	0.08636041721
604	0.08615687583
605	0.08582945154
606	0.08568403595
607	0.08551306586
608	0.08530640504
609	0.08524135581
610	0.08513228439
611	0.08492306424
612	0.08482226983
613	0.08470102405
614	0.08450453058
615	0.08440155023
616	0.08429776085
617	0.08416129906
618	0.08397559526
619	0.0838191644
620	0.08375922607
621	0.08359239448
622	0.08353075252
623	0.08340998905
624	0.08328546046
625	0.08319357318
626	0.0829825716
627	0.08281792595
628	0.08261897427
629	0.08241853677
630	0.08228978411
631	0.0821910823
632	0.08207395168
633	0.08191173313
634	0.08174925009
635	0.08151639689
636	0.08127491661
637	0.08119041173
638	0.08100659827
639	0.08074001469
640	0.08065156579
641	0.08061680078
642	0.08051228794
643	0.0802571786
644	0.08007138145
645	0.0799228153
646	0.0797561782
647	0.07962403383
648	0.07941480589
649	0.07932116052
650	0.07916586541
651	0.07905562712
652	0.07896475113
653	0.07874178522
654	0.07862752511
655	0.07851253376
656	0.07839670226
657	0.07834323619
658	0.07827320053
659	0.07810382516
660	0.07794968137
661	0.07783051261
662	0.07778208743
663	0.07763889667
664	0.07760587419
665	0.07748605977
666	0.07728890507
667	0.07718275083
668	0.07703888329
669	0.07692343297
670	0.07673774473
671	0.07657309131
672	0.07639665248
673	0.07615997193
674	0.07595546594
675	0.07588052164
676	0.07574102598
677	0.07556020749
678	0.07548630559
679	0.07536642894
680	0.07528316095
681	0.07509583909
682	0.07476853926
683	0.07461415431
684	0.07444746275
685	0.07432320644
686	0.07422739847
687	0.07405103743
688	0.07400086971
689	0.07387375067
690	0.07369514924
691	0.07359272899
692	0.07346831709
693	0.07339846035
694	0.07331334093
695	0.07312251845
696	0.07294119432
697	0.07282256233
698	0.07263708413
699	0.07258391366
700	0.07247033811
701	0.07236699993
702	0.07217337696
703	0.07200811676
704	0.07192869945
705	0.07177369217
706	0.07164386599
707	0.07145798327
708	0.07131498699
709	0.07111823681
710	0.07096004008
711	0.07081043152
712	0.07074956748
713	0.07067507437
714	0.07053993503
715	0.07037111198
716	0.07015435383
717	0.07004750725
718	0.06978056582
719	0.06970470358
720	0.06952602436
721	0.06939758286
722	0.06921163014
723	0.06908290081
724	0.06895985805
725	0.06886125736
726	0.06878270353
727	0.06862940766
728	0.06851060453
729	0.06837073547
730	0.06829939292
731	0.06825077325
732	0.06820372497
733	0.06805042132
734	0.06798260272
735	0.0678605479
736	0.06773990889
737	0.06768095074
738	0.06756993453
739	0.06748009316
740	0.06741921356
741	0.06735051591
742	0.06719346272
743	0.06712865464
744	0.06705833116
745	0.06692351076
746	0.06673506093
747	0.06660099511
748	0.06642532641
749	0.06639846502
750	0.06615861058
751	0.06611627646
752	0.06595537259
753	0.06585965797
754	0.06568146883
755	0.06559517475
756	0.06546448508
757	0.06538396313
758	0.06535826861
759	0.06527054317
760	0.06514524445
761	0.06499445736
762	0.06489888665
763	0.06484139875
764	0.06473751991
765	0.06457838191
766	0.06443910017
767	0.06431159995
768	0.06416326718
769	0.06412077748
770	0.06402760275
771	0.0639108572
772	0.06380035053
773	0.06373801233
774	0.06360598465
775	0.06339262599
776	0.06324828003
777	0.06319129389
778	0.06317009571
779	0.06310724799
780	0.0630736304
781	0.06302975601
782	0.06291202252
783	0.06276205612
784	0.06265603024
785	0.06258231115
786	0.06243992165
787	0.06220505364
788	0.06216614235
789	0.06211227565
790	0.06200950145
791	0.06195099838
792	0.06181272793
793	0.06178841809
794	0.06165815628
795	0.06162080082
796	0.06156045019
797	0.06143535373
798	0.06138364574
799	0.06121976246
800	0.06110691037
801	0.06098277852
802	0.06086618467
803	0.06075985929
804	0.06066676235
805	0.06050482774
806	0.06044818388
807	0.06038327857
808	0.06032957912
809	0.0601446688
810	0.06006178198
811	0.05996453098
812	0.05987627267
813	0.05977654401
814	0.05964570653
815	0.05951652991
816	0.05941980011
817	0.05934625216
818	0.05930727475
819	0.05921125285
820	0.05906106864
821	0.05898468908
822	0.0589254042
823	0.05882154481
824	0.05870657291
825	0.05859803048
826	0.05845779579
827	0.05835894617
828	0.0582274747
829	0.05814067887
830	0.05806257624
831	0.05794477661
832	0.05793655795
833	0.05782840447
834	0.05770359972
835	0.05763842214
836	0.05751723859
837	0.05742370991
838	0.05734020076
839	0.05725887756
840	0.05719107452
841	0.05707713335
842	0.05694564632
843	0.05686767204
844	0.05680153763
845	0.05671438784
846	0.05665881362
847	0.05652941529
848	0.05645192332
849	0.05640055761
850	0.05628923413
851	0.05617812068
852	0.05613395458
853	0.05606409006
854	0.05594948378
855	0.05587664762
856	0.05571004163
857	0.05560372014
858	0.05552050272
859	0.05539774778
860	0.05531314956
861	0.05523316048
862	0.05514264233
863	0.05506153694
864	0.05502277734
865	0.05492310313
866	0.05482049619
867	0.05471231159
868	0.05463154071
869	0.05455190169
870	0.05448582951
871	0.05438008756
872	0.05423930056
873	0.05415493571
874	0.05405833427
875	0.05392737622
876	0.05385715386
877	0.05374781795
878	0.05368624989
879	0.05360830284
880	0.05351114907
881	0.05341753482
882	0.05328646397
883	0.05324403262
884	0.05314690608
885	0.05304485145
886	0.05303817694
887	0.05298713018
888	0.05290667046
889	0.05278663434
890	0.05268979563
891	0.05262459082
892	0.05252988748
893	0.05245988683
894	0.05233935673
895	0.05226191143
896	0.05213802463
897	0.05205895349
898	0.05201456567
899	0.05189102115
900	0.05179919221
901	0.05175705257
902	0.05169430598
903	0.05168773649
904	0.05160450739
905	0.05150072968
906	0.0513989551
907	0.05135893139
908	0.05129684213
909	0.05122252405
910	0.05115496216
911	0.05111695714
912	0.05100835247
913	0.05097854278
914	0.05091650797
915	0.05087086772
916	0.0508071565
917	0.05069982372
918	0.05063250299
919	0.05053522864
920	0.05046440729
921	0.05037060634
922	0.05028953985
923	0.0501992823
924	0.05013268891
925	0.05008505719
926	0.04994756077
927	0.04989122808
928	0.04977421026
929	0.04962282028
930	0.04956323591
931	0.04953022899
932	0.0494298741
933	0.04938096272
934	0.04931374311
935	0.04921678771
936	0.04913219727
937	0.04901591069
938	0.04894985017
939	0.04886074005
940	0.04879855743
941	0.04869392791
942	0.04855014594
943	0.04849230798
944	0.04840165758
945	0.04836273073
946	0.04822645563
947	0.04812372811
948	0.04800814554
949	0.04794544951
950	0.04790187851
951	0.04774425743
952	0.0476804062
953	0.04762553209
954	0.04758386309
955	0.04755683445
956	0.04749080116
957	0.04739656846
958	0.04734248005
959	0.04727510486
960	0.04718923086
961	0.04712783394
962	0.04701306041
963	0.04688160839
964	0.04681845338
965	0.04676458279
966	0.04665223246
967	0.04649648227
968	0.04643472362
969	0.04634672202
970	0.04630198026
971	0.04626546105
972	0.04620158648
973	0.04617602809
974	0.04607263545
975	0.04603443984
976	0.04597563727
977	0.04587276194
978	0.04576160182
979	0.04568412541
980	0.04562785495
981	0.04557504232
982	0.04552576142
983	0.04543399472
984	0.04534214633
985	0.04523480966
986	0.04518438912
987	0.04512968616
988	0.0450671846
989	0.04498906252
990	0.04492822181
991	0.04483607004
992	0.04476155359
993	0.04472594843
994	0.04463970103
995	0.04455192892
996	0.04445213024
997	0.04438816232
998	0.0443407173
999	0.04429501481
1000	0.0442085107
1001	0.0441105868
1002	0.04403328541
1003	0.0439922193
1004	0.04391159233
1005	0.04386945658
1006	0.04381042452
1007	0.04371507552
1008	0.04368152017
1009	0.04360312971
1010	0.0435398619
1011	0.04350186077
1012	0.04343300754
1013	0.04335639072
1014	0.04326697721
1015	0.04322051237
1016	0.0431558521
1017	0.04309633384
1018	0.04306375478
1019	0.04297056838
1020	0.04291541033
1021	0.04281926786
1022	0.04274379068
1023	0.04268350619
1024	0.04264967857
1025	0.04254072383
1026	0.04248960317
1027	0.04244281938
1028	0.04239584889
1029	0.04234291958
1030	0.0422712853
1031	0.04219263813
1032	0.04211288242
1033	0.04202730014
1034	0.04196226647
1035	0.04186006404
1036	0.04183626763
1037	0.04183142122
1038	0.04178645386
1039	0.04176216736
1040	0.04172541089
1041	0.04164421216
1042	0.041639498
1043	0.0415841377
1044	0.04153225079
1045	0.04145688641
1046	0.04142240923
1047	0.04128587354
1048	0.04115959853
1049	0.04109289624
1050	0.04108157369
1051	0.04105988543
1052	0.0409840543
1053	0.04093748444
1054	0.04091553558
1055	0.04088661271
1056	0.04086293688
1057	0.04081304532
1058	0.04074838505
1059	0.04067605454
1060	0.04064848524
1061	0.04058872584
1062	0.0405457655
1063	0.04047204641
1064	0.0403980006
1065	0.04034658433
1066	0.04027928693
1067	0.04020959356
1068	0.04018141749
1069	0.04012466861
1070	0.04007231495
1071	0.04002516554
1072	0.03995359739
1073	0.03993571702
1074	0.03991560015
1075	0.03986519516
1076	0.0398424256
1077	0.03982083847
1078	0.03977002508
1079	0.03970519367
1080	0.0395796149
1081	0.03953909332
1082	0.03949877401
1083	0.03942635015
1084	0.03935999014
1085	0.03931233119
1086	0.03927213245
1087	0.03921689662
1088	0.03914722658
1089	0.03909068774
1090	0.03900272892
1091	0.03894163928
1092	0.03890226124
1093	0.03887179032
1094	0.03884692039
1095	0.03878793112
1096	0.0387366082
1097	0.03869420796
1098	0.03865938072
1099	0.03861028652
1100	0.03857152303
1101	0.03849005203
1102	0.03840410801
1103	0.03832731616
1104	0.03826544472
1105	0.03821168303
1106	0.03817930622
1107	0.03813526847
1108	0.0380721407
1109	0.03804565659
1110	0.03799776816
1111	0.03797327941
1112	0.03790831964
1113	0.03782849004
1114	0.0377099125
1115	0.03768795197
1116	0.03764231171
1117	0.03760393718
1118	0.03758296849
1119	0.03755639104
1120	0.03749045888
1121	0.03746206888
1122	0.03739866105
1123	0.03733274834
1124	0.03727808428
1125	0.03720023446
1126	0.03712380823
1127	0.03708428239
1128	0.03704350021
1129	0.03701811297
1130	0.03696922103
1131	0.03691023565
1132	0.0368852218
1133	0.03682738384
1134	0.03675401093
1135	0.03668378079
1136	0.03665595478
1137	0.03659337932
1138	0.03658229404
1139	0.03654728788
1140	0.0364907257
1141	0.03642033998
1142	0.03641561026
1143	0.03639036693
1144	0.0363526614
1145	0.03631970116
1146	0.03628451607
1147	0.0362239243
1148	0.03615370194
1149	0.03607879265
1150	0.03597065861
1151	0.03591166156
1152	0.03584590443
1153	0.0357875375
1154	0.03572555325
1155	0.03568468162
1156	0.0356132846
1157	0.03554364568
1158	0.03549690857
1159	0.03543562445
1160	0.03540061051
1161	0.03536309946
1162	0.03533842401
1163	0.03528055493
1164	0.03520548617
1165	0.03514849614
1166	0.03509689705
1167	0.03504525519
1168	0.03501278114
1169	0.0349961221
1170	0.03495214269
1171	0.03491940804
1172	0.03487920152
1173	0.03484101757
1174	0.03477424138
1175	0.03471289503
1176	0.03467473053
1177	0.0346567996
1178	0.034600393
1179	0.03450040763
1180	0.03443725651
1181	0.0343843272
1182	0.03437176387
1183	0.0343539613
1184	0.03429905997
1185	0.03427068942
1186	0.03418924175
1187	0.03415413057
1188	0.03411362844
1189	0.03407922517
1190	0.03402375207
1191	0.03399017338
1192	0.03393031285
1193	0.03388078302
1194	0.03381889601
1195	0.03379297979
1196	0.03377945574
1197	0.03371931127
1198	0.03368793019
1199	0.03361226631
1200	0.03355690991
1201	0.03351352949
1202	0.03345480471
1203	0.03343768281
1204	0.03341856167
1205	0.03339844479
1206	0.03336584239
1207	0.03333154413
1208	0.03330524672
1209	0.03324801554
1210	0.03322953618
1211	0.03319164006
1212	0.03317880058
1213	0.03314979992
1214	0.03309361892
1215	0.03307673039
1216	0.03301881464
1217	0.03298341175
1218	0.03296231081
1219	0.03291435237
1220	0.03289980537
1221	0.03284664657
1222	0.03280732298
1223	0.03275091249
1224	0.03270491051
1225	0.03267445515
1226	0.03261157047
1227	0.03255872867
1228	0.03254005094
1229	0.03252046305
1230	0.03246971578
1231	0.03245221659
1232	0.03243688389
1233	0.0323746585
1234	0.03231295625
1235	0.03227705159
1236	0.03224842044
1237	0.03223745963
1238	0.03221987875
1239	0.03218786562
1240	0.03211895405
1241	0.03210225611
1242	0.03205520005
1243	0.03203543713
1244	0.03199839672
1245	0.03193290797
1246	0.03191102717
1247	0.03181885206
1248	0.03178820028
1249	0.03176468392
1250	0.03168624678
1251	0.031659117
1252	0.03160456185
1253	0.03151811024
1254	0.03147866219
1255	0.03145224615
1256	0.03142023107
1257	0.03140117216
1258	0.03134351701
1259	0.03130506858
1260	0.0312820462
1261	0.03124764875
1262	0.03120043906
1263	0.03114481038
1264	0.03109093978
1265	0.03104094904
1266	0.03102536157
1267	0.0310106162
1268	0.03093265165
1269	0.03089642027
1270	0.03085469098
1271	0.03080247346
1272	0.03075524626
1273	0.03072668706
1274	0.03072159756
1275	0.03064398112
1276	0.03058882502
1277	0.03054332674
1278	0.03048201539
1279	0.03044859229
1280	0.03043438756
1281	0.0303905054
1282	0.03036711934
1283	0.03031385746
1284	0.03027261242
1285	0.03020491829
1286	0.03017814441
1287	0.03012777249
1288	0.03008200777
1289	0.03001642567
1290	0.0299791091
1291	0.02995163121
1292	0.02990244561
1293	0.02984752872
1294	0.02978943794
1295	0.02974563745
1296	0.02971268888
1297	0.02964861593
1298	0.02959870298
1299	0.02956835848
1300	0.02952350975
1301	0.02951241863
1302	0.02948757981
1303	0.02944128222
1304	0.02938869908
1305	0.02934441434
1306	0.02930235833
1307	0.02925702924
1308	0.02922629383
1309	0.02918319346
1310	0.02917432524
1311	0.02914325921
1312	0.029104803
1313	0.02906091111
1314	0.02901199
1315	0.02894338376
1316	0.02887936332
1317	0.02884248628
1318	0.02882364518
1319	0.02874483465
1320	0.02870438114
1321	0.02868183134
1322	0.02866505172
1323	0.02864572248
1324	0.02860413322
1325	0.02856998665
1326	0.02852731609
1327	0.0284607577
1328	0.02842170055
1329	0.0284059789
1330	0.02836569847
1331	0.02831535767
1332	0.02828506956
1333	0.02827317719
1334	0.02823490768
1335	0.02819999292
1336	0.02816304392
1337	0.02814202661
1338	0.02810213125
1339	0.02807407381
1340	0.02806609435
1341	0.02803096956
1342	0.02800953023
1343	0.02794748181
1344	0.02790302593
1345	0.02787529327
1346	0.02784150066
1347	0.02783100465
1348	0.02777134053
1349	0.02773322855
1350	0.02768960115
1351	0.02765782722
1352	0.02761856587
1353	0.02759504756
1354	0.02756113632
1355	0.02755102926
1356	0.02750807086
1357	0.02746236449
1358	0.02744254711
1359	0.02742622646
1360	0.02736563857
1361	0.02733825987
1362	0.0272993758
1363	0.02727800454
1364	0.0272451182
1365	0.02719225889
1366	0.0271457182
1367	0.02712454336
1368	0.02709174259
1369	0.0270561491
1370	0.02699808555
1371	0.02696002219
1372	0.02692184991
1373	0.02689769761
1374	0.02688845987
1375	0.02685236657
1376	0.0267691122
1377	0.02674461372
1378	0.0266928046
1379	0.02668162597
1380	0.02666149937
1381	0.0266166098
1382	0.02658475225
1383	0.02656559999
1384	0.02650656988
1385	0.02648161243
1386	0.02646817784
1387	0.02642826888
1388	0.02639272206
1389	0.02634294136
1390	0.02631976533
1391	0.02628870904
1392	0.02627564396
1393	0.02625698178
1394	0.02623549578
1395	0.02622829229
1396	0.02621998805
1397	0.02614266722
1398	0.02612531
1399	0.02610344476
1400	0.0260701539
1401	0.02603069224
1402	0.02598146774
1403	0.02595039394
1404	0.02590893886
1405	0.02589116546
1406	0.02587606808
1407	0.02585894228
1408	0.02582246198
1409	0.02576827244
1410	0.02575352707
1411	0.02571075732
1412	0.02566079185
1413	0.02564710834
1414	0.02563496314
1415	0.02560372014
1416	0.02553279572
1417	0.02552418226
1418	0.02550129601
1419	0.02548091853
1420	0.02545464446
1421	0.0254380496
1422	0.02541354334
1423	0.02539406824
1424	0.02537257057
1425	0.0253357227
1426	0.02530591884
1427	0.02528634262
1428	0.02524006447
1429	0.02521239405
1430	0.02517815997
1431	0.02516379188
1432	0.02514632186
1433	0.02511324493
1434	0.02510436503
1435	0.02508536641
1436	0.0250475617
1437	0.02503119827
1438	0.02500500199
1439	0.02495813458
1440	0.02494779415
1441	0.02492635871
1442	0.02491896074
1443	0.0248775679
1444	0.02484301098
1445	0.02480645871
1446	0.02478834886
1447	0.02476787804
1448	0.02474779033
1449	0.0246943262
1450	0.02466214193
1451	0.02461796026
1452	0.0245837184
1453	0.02455349253
1454	0.02450832874
1455	0.02449872344
1456	0.02446457688
1457	0.02444174119
1458	0.02441732245
1459	0.02440050004
1460	0.02438561076
1461	0.02432734495
1462	0.02430865749
1463	0.02427006125
1464	0.02423924611
1465	0.02420035037
1466	0.02418432144
1467	0.02416299296
1468	0.02413157493
1469	0.02408011588
1470	0.02403811626
1471	0.02401800133
1472	0.02400026099
1473	0.02398487967
1474	0.02396316029
1475	0.02392453294
1476	0.02390925275
1477	0.02388428752
1478	0.02388214437
1479	0.02384792001
1480	0.02382746086
1481	0.02382078829
1482	0.02379655819
1483	0.02379034655
1484	0.0237718594
1485	0.02373890305
1486	0.02370241496
1487	0.02367836184
1488	0.02365919402
1489	0.02363586047
1490	0.02361709716
1491	0.02360552957
1492	0.02358387243
1493	0.0235722076
1494	0.02356546697
1495	0.02352810761
1496	0.02351014556
1497	0.02348971169
1498	0.02344848027
1499	0.02341556475
1500	0.02340431416
1501	0.02336415431
1502	0.02334959564
