iter	Logloss
1503	0.02332791516
1504	0.02328427803
1505	0.0232690134
1506	0.0232401236
1507	0.02322569717
1508	0.02321439796
1509	0.02319264357
1510	0.02315867982
1511	0.0231430165
1512	0.02311081278
1513	0.02309894764
1514	0.02306296325
1515	0.0230396861
1516	0.02300894291
1517	0.02297704646
1518	0.02296339989
1519	0.02294380811
1520	0.02292423189
1521	0.02291358223
1522	0.02288398842
1523	0.0228535739
1524	0.02280985703
1525	0.02280285775
1526	0.02279676668
1527	0.0227895768
1528	0.02275498682
1529	0.02272119032
1530	0.02269837991
1531	0.02266347877
1532	0.02266154954
1533	0.02262842983
1534	0.02260869413
1535	0.02260499904
1536	0.02259554932
1537	0.02258972857
1538	0.02256676842
1539	0.02254913309
1540	0.0225199224
1541	0.02250108519
1542	0.02248951177
1543	0.02247959919
1544	0.02246766209
1545	0.02242861077
1546	0.02240111148
1547	0.02237929876
1548	0.02232600577
1549	0.02229470442
1550	0.02226753575
1551	0.022233572
1552	0.02221019177
1553	0.02219380305
1554	0.02218424443
1555	0.02216802102
1556	0.02211708705
1557	0.02208694091
1558	0.02206621921
1559	0.02202986337
1560	0.02201521912
1561	0.02199444102
1562	0.02194275248
1563	0.02193526505
1564	0.02192055468
1565	0.02190677393
1566	0.02190042809
1567	0.02188965591
1568	0.02185515151
1569	0.0218494105
1570	0.02180891615
1571	0.02177836744
1572	0.02176607833
1573	0.02173357511
1574	0.02169730678
1575	0.02167574882
1576	0.02162260169
1577	0.02159420002
1578	0.02158532013
1579	0.0215643456
1580	0.02154605877
1581	0.02152120051
1582	0.0215074567
1583	0.0214947164
1584	0.02146251657
1585	0.02143133969
1586	0.02139947436
1587	0.02136051251
1588	0.0213299988
1589	0.02130246646
1590	0.02127455877
1591	0.02123491623
1592	0.02122098767
1593	0.02121481492
1594	0.02119552652
1595	0.02118386169
1596	0.02116740296
1597	0.02115760124
1598	0.02113328362
1599	0.02110741991
1600	0.02107244292
1601	0.021065642
1602	0.02105170566
1603	0.02102181234
1604	0.02099488482
1605	0.02096676904
1606	0.02092776245
1607	0.02089575321
1608	0.02088915844
1609	0.02087034262
1610	0.0208430281
1611	0.02082432703
1612	0.02079200078
1613	0.02077634136
1614	0.02074459271
1615	0.02073412587
1616	0.02072683876
1617	0.02069663622
1618	0.02067751508
1619	0.02067162432
1620	0.02064991466
1621	0.02064027241
1622	0.02061102087
1623	0.02059088066
1624	0.02056107875
1625	0.02054011006
1626	0.02051823121
1627	0.0204996935
1628	0.02048196094
1629	0.02046207744
1630	0.02042888187
1631	0.02041286655
1632	0.020400241
1633	0.0203722633
1634	0.02034535328
1635	0.02030055318
1636	0.02027722546
1637	0.02025619453
1638	0.02024359621
1639	0.02021770332
1640	0.02021199926
1641	0.020183372
1642	0.0201782047
1643	0.02014942574
1644	0.02013409693
1645	0.02011212473
1646	0.0200892871
1647	0.02008266899
1648	0.02006549069
1649	0.02004906891
1650	0.02003709486
1651	0.02001904724
1652	0.02001172512
1653	0.01999993777
1654	0.01998948259
1655	0.0199625084
1656	0.01994072679
1657	0.01991724155
1658	0.01989603948
1659	0.01988153137
1660	0.01986959233
1661	0.01984910789
1662	0.01982864484
1663	0.019807435
1664	0.01978986968
1665	0.01978497855
1666	0.01977313285
1667	0.01974447447
1668	0.01972988857
1669	0.0197103668
1670	0.01968865909
1671	0.01967100626
1672	0.01965970122
1673	0.01965077854
1674	0.01962435083
1675	0.01960034827
1676	0.01959291335
1677	0.01957660826
1678	0.01955271267
1679	0.01952655723
1680	0.01950911638
1681	0.01949703926
1682	0.01949011971
1683	0.01945913925
1684	0.01941184593
1685	0.01939666881
1686	0.01936691747
1687	0.01934592933
1688	0.0193096785
1689	0.01929212875
1690	0.01928443906
1691	0.01925673752
1692	0.01920483116
1693	0.01917757303
1694	0.0191666161
1695	0.01914802783
1696	0.01913213698
1697	0.01910143463
1698	0.01909525604
1699	0.01905442136
1700	0.01902684428
1701	0.01901549062
1702	0.01899585605
1703	0.01896024117
1704	0.0189305151
1705	0.0188930624
1706	0.0188826539
1707	0.01886039387
1708	0.01884306582
1709	0.01883172772
1710	0.01882103917
1711	0.01881007835
1712	0.01880323465
1713	0.01877250507
1714	0.01876799511
1715	0.01873999602
1716	0.01871971384
1717	0.01869599911
1718	0.0186579513
1719	0.01864317287
1720	0.018633235
1721	0.01862375028
1722	0.01859995192
1723	0.01859333965
1724	0.01855992821
1725	0.01853127956
1726	0.0185097605
1727	0.01849158063
1728	0.01847596399
1729	0.01846558467
1730	0.01845608438
1731	0.01844348022
1732	0.01842629219
1733	0.01839182863
1734	0.01838194522
1735	0.01835823827
1736	0.01834794257
1737	0.01833832366
1738	0.01832819715
1739	0.0183062619
1740	0.01829116841
1741	0.01827547398
1742	0.01826570532
1743	0.01822117748
1744	0.01819664205
1745	0.01817295066
1746	0.01816303419
1747	0.01815303216
1748	0.01813245437
1749	0.01811033631
1750	0.01810277887
1751	0.01808103226
1752	0.01806718538
1753	0.01805013738
1754	0.01803095206
1755	0.01802248251
1756	0.01801124553
1757	0.01800179387
1758	0.01799171988
1759	0.01798351482
1760	0.01797188889
1761	0.01796131703
1762	0.01794199168
1763	0.01792439914
1764	0.01791498248
1765	0.01789460501
1766	0.01787869665
1767	0.0178609602
1768	0.01784256835
1769	0.0178242679
1770	0.0178099251
1771	0.01779329134
1772	0.01776947743
1773	0.01775057799
1774	0.01774192952
1775	0.01773306519
1776	0.01770297739
1777	0.01768647782
1778	0.01766147564
1779	0.01764176717
1780	0.01762826257
1781	0.01760523435
1782	0.01759391375
1783	0.01758467212
1784	0.01757107029
1785	0.0175593335
1786	0.01754593392
1787	0.01751845797
1788	0.01750574101
1789	0.01749713144
1790	0.01749260981
1791	0.01747552875
1792	0.0174694863
1793	0.01745891444
1794	0.0174511314
1795	0.01742003815
1796	0.01741565654
1797	0.01740715977
1798	0.01739233661
1799	0.01737944656
1800	0.01737190857
1801	0.01736719051
1802	0.01735870541
1803	0.01734746649
1804	0.01731950045
1805	0.01730682433
1806	0.01729353366
1807	0.01725424119
1808	0.01721508097
1809	0.01719506911
1810	0.01716629794
1811	0.01715812594
1812	0.01714437824
1813	0.01713518524
1814	0.01710750509
1815	0.01708810778
1816	0.01705971195
1817	0.01703646008
1818	0.01702611965
1819	0.01700768502
1820	0.01699871566
1821	0.01697280916
1822	0.01694394852
1823	0.01693306161
1824	0.01692811796
1825	0.01690595712
1826	0.0168771626
1827	0.01686516716
1828	0.01685537127
1829	0.01682763666
1830	0.01681979917
1831	0.01680942957
1832	0.01678130795
1833	0.01675572234
1834	0.01675199613
1835	0.01671557416
1836	0.01670790781
1837	0.0166854358
1838	0.01666886428
1839	0.01666387395
1840	0.016655278
1841	0.01665043937
1842	0.01663820666
1843	0.01662243638
1844	0.01661781751
1845	0.01659582781
1846	0.01656431449
1847	0.01654119681
1848	0.01652735381
1849	0.0165150122
1850	0.01650355351
1851	0.01649896965
1852	0.01648100955
1853	0.01647304564
1854	0.0164584578
1855	0.01645398868
1856	0.01644920061
1857	0.01644464009
1858	0.01643160807
1859	0.01641685298
1860	0.01640541374
1861	0.01639143461
1862	0.01637025783
1863	0.01635435337
1864	0.01633797826
1865	0.01631550431
1866	0.01630313449
1867	0.01629744696
1868	0.01629198308
1869	0.01628405808
1870	0.01626675239
1871	0.01623819125
1872	0.01622686287
1873	0.01621811328
1874	0.01620729248
1875	0.01618799825
1876	0.0161784863
1877	0.01616174655
1878	0.01613736379
1879	0.01611681128
1880	0.01608273181
1881	0.01607113991
1882	0.01606080629
1883	0.01603758261
1884	0.01602906834
1885	0.01601377551
1886	0.01600282441
1887	0.01599464464
1888	0.01597451221
1889	0.01596402106
1890	0.01596387325
1891	0.01595028503
1892	0.01594797073
1893	0.01592607146
1894	0.015910695
1895	0.01590092829
1896	0.01588620042
1897	0.01586547288
1898	0.01585008475
1899	0.0158355465
1900	0.01583551733
1901	0.01582855694
1902	0.01582011267
1903	0.01581458462
1904	0.01579558308
1905	0.01578315492
1906	0.01577556442
1907	0.01576767831
1908	0.01575815857
1909	0.01575061377
1910	0.01574246026
1911	0.01573248642
1912	0.01572600055
1913	0.01571198545
1914	0.01570249197
1915	0.01568455618
1916	0.01564630708
1917	0.01563025287
1918	0.01561888559
1919	0.01561011071
1920	0.0156045496
1921	0.01560357428
1922	0.01559892041
1923	0.0155781744
1924	0.01555977477
1925	0.01553148299
1926	0.01552063302
1927	0.01550753099
1928	0.01548909052
1929	0.01547861007
1930	0.01547346027
1931	0.01546134425
1932	0.01543312151
1933	0.0154299904
1934	0.01541778978
1935	0.01540813878
1936	0.0153910616
1937	0.01537392025
1938	0.01535308284
1939	0.01534283576
1940	0.01533864766
1941	0.01532907736
1942	0.01532164439
1943	0.01531280436
1944	0.01530787044
1945	0.01530277023
1946	0.0152918804
1947	0.01528488403
1948	0.01527577562
1949	0.01525770563
1950	0.01524676913
1951	0.01522967931
1952	0.01521677565
1953	0.01521042106
1954	0.01519604617
1955	0.01517243063
1956	0.0151631715
1957	0.01515533887
1958	0.0151337916
1959	0.01511388574
1960	0.01510026153
1961	0.01508741719
1962	0.01507802095
1963	0.01506198619
1964	0.01504682463
1965	0.01501762949
1966	0.01501181166
1967	0.01500169877
1968	0.01498379118
1969	0.01496894565
1970	0.01495605657
1971	0.01493003241
1972	0.01491519369
1973	0.01489376603
1974	0.01488412183
1975	0.01486055101
1976	0.01485019697
1977	0.01484541377
1978	0.01484076767
1979	0.01482416211
1980	0.01481448874
1981	0.01480232021
1982	0.01479038894
1983	0.0147786541
1984	0.01477316008
1985	0.01476325819
1986	0.01474396299
1987	0.01472830357
1988	0.01470821101
1989	0.0146827518
1990	0.01466349355
1991	0.01464281172
1992	0.01463168657
1993	0.01462224463
1994	0.01461777356
1995	0.014595638
1996	0.01457826327
1997	0.01456869492
1998	0.01455192989
1999	0.0145269423
